Date,Open,High,Low,Close,Adj Close,Volume
2023-07-11,196700.0,197600.0,194600.0,197400.0,196676.359375,524208
2023-07-12,197400.0,202500.0,195700.0,202000.0,201259.5,865666
2023-07-13,204500.0,206500.0,199500.0,199700.0,198967.921875,941626
2023-07-14,202000.0,204500.0,200500.0,204500.0,203750.328125,739825
2023-07-17,206000.0,207000.0,202500.0,206500.0,205743.0,705819
2023-07-18,205500.0,209500.0,204500.0,209000.0,208233.828125,803341
2023-07-19,209500.0,209500.0,204500.0,204500.0,203750.328125,687227
2023-07-20,202500.0,208500.0,202500.0,204500.0,203750.328125,578731
2023-07-21,202500.0,206500.0,200500.0,206000.0,205244.828125,629745
2023-07-24,205500.0,206500.0,201500.0,203000.0,202255.828125,662414
2023-07-25,202000.0,203500.0,199300.0,201000.0,200263.15625,661241
2023-07-26,201500.0,202500.0,194900.0,197700.0,196975.265625,1068784
2023-07-27,197500.0,212000.0,197000.0,211500.0,210724.671875,1442727
2023-07-28,211500.0,212500.0,206000.0,211000.0,210226.5,952122
2023-07-31,214500.0,228000.0,212500.0,227000.0,226167.84375,2725703
2023-08-01,232500.0,239500.0,230500.0,233000.0,232145.859375,3102468
2023-08-02,235000.0,235000.0,226000.0,227500.0,226666.015625,1388773
2023-08-03,226500.0,227500.0,219000.0,223000.0,222182.515625,1430439
2023-08-04,230500.0,235500.0,220000.0,223500.0,222680.671875,2561625
2023-08-07,226500.0,241500.0,225000.0,234500.0,233640.359375,3055268
2023-08-08,241000.0,241500.0,223000.0,223000.0,222182.515625,1933999
2023-08-09,225000.0,232500.0,224000.0,227500.0,226666.015625,1277473
2023-08-10,223500.0,225000.0,220000.0,225000.0,224175.1875,928409
2023-08-11,227000.0,231500.0,222000.0,222000.0,221186.171875,939248
2023-08-14,222500.0,224500.0,220500.0,221000.0,220189.84375,572079
2023-08-16,219500.0,225500.0,218000.0,222500.0,221684.34375,943493
2023-08-17,221000.0,222000.0,216000.0,218000.0,217200.84375,880587
2023-08-18,213500.0,217500.0,211000.0,212500.0,211721.0,886686
2023-08-21,213000.0,218000.0,213000.0,214500.0,213713.671875,691652
2023-08-22,218000.0,224500.0,217000.0,221000.0,220189.84375,1005692
2023-08-23,222000.0,222000.0,215500.0,215500.0,214710.0,868139
2023-08-24,221000.0,235000.0,218500.0,229000.0,228160.515625,3013711
2023-08-25,221500.0,222000.0,210500.0,211000.0,210226.5,2072800
2023-08-28,213000.0,213500.0,210000.0,213500.0,212717.34375,695518
2023-08-29,213500.0,218500.0,213500.0,218000.0,217200.84375,805948
2023-08-30,221000.0,222000.0,216500.0,217500.0,216702.671875,600149
2023-08-31,217500.0,219000.0,213000.0,214500.0,213713.671875,808546
2023-09-01,215000.0,215500.0,212000.0,214500.0,213713.671875,569772
2023-09-04,213500.0,214000.0,207500.0,211500.0,210724.671875,660388
2023-09-05,211500.0,213000.0,209500.0,212000.0,211222.84375,390882
2023-09-06,210500.0,214500.0,207500.0,214000.0,213215.5,808331
2023-09-07,216000.0,222000.0,214500.0,216500.0,215706.34375,1234068
2023-09-08,218000.0,218000.0,212500.0,215000.0,214211.84375,595117
2023-09-11,214000.0,214500.0,210000.0,211500.0,210724.671875,724040
2023-09-12,213500.0,222500.0,213000.0,219500.0,218695.34375,1284472
2023-09-13,220000.0,222000.0,215500.0,222000.0,221186.171875,923349
2023-09-14,223000.0,226000.0,220500.0,225500.0,224673.34375,990793
2023-09-15,225000.0,230000.0,224500.0,229500.0,228658.6875,1162871
2023-09-18,227000.0,229000.0,221500.0,221500.0,220688.015625,720909
2023-09-19,222000.0,222000.0,219000.0,219500.0,218695.34375,448589
2023-09-20,219000.0,221500.0,216500.0,217500.0,216702.671875,374274
2023-09-21,215000.0,216500.0,210000.0,210000.0,209230.171875,685787
2023-09-22,206500.0,210000.0,206000.0,208000.0,207237.5,485769
2023-09-25,209000.0,211500.0,206000.0,206500.0,205743.0,490044
2023-09-26,207000.0,207500.0,200000.0,201000.0,200263.15625,660374
2023-09-27,198000.0,202500.0,197600.0,201500.0,200761.328125,419270
2023-10-04,196000.0,198100.0,191200.0,191200.0,190499.09375,1163452
2023-10-05,192500.0,193800.0,189000.0,189400.0,188705.6875,622759
2023-10-06,189300.0,192300.0,189200.0,190900.0,190200.1875,403501
2023-10-10,192800.0,196300.0,189800.0,191200.0,190499.09375,627779
2023-10-11,194000.0,195800.0,192800.0,193000.0,192292.484375,603727
2023-10-12,193700.0,194900.0,191500.0,193600.0,192890.28125,570782
2023-10-13,191700.0,193700.0,190900.0,191800.0,191096.890625,368249
2023-10-16,190500.0,192000.0,188400.0,189700.0,189004.578125,568781
2023-10-17,191500.0,192800.0,188500.0,188500.0,187808.984375,512662
2023-10-18,188400.0,190000.0,185500.0,186300.0,185617.046875,531306
2023-10-19,183100.0,183600.0,180700.0,181400.0,180735.015625,789241
2023-10-20,178400.0,181600.0,178000.0,180200.0,179539.40625,579075
2023-10-23,179300.0,182200.0,178200.0,178300.0,177646.375,446010
2023-10-24,181500.0,187100.0,180100.0,187000.0,186314.484375,802790
2023-10-25,189900.0,191200.0,184800.0,189100.0,188406.78125,802846
2023-10-26,184000.0,186800.0,181300.0,181900.0,181233.171875,757629
2023-10-27,183400.0,186300.0,182500.0,185400.0,184720.34375,520566
2023-10-30,184100.0,187200.0,183000.0,186100.0,185417.78125,392043
2023-10-31,191000.0,192700.0,186700.0,187400.0,186713.015625,823369
2023-11-01,190000.0,191600.0,187000.0,187700.0,187011.921875,511161
2023-11-02,191100.0,192700.0,190300.0,190800.0,190100.546875,633508
2023-11-03,195800.0,200500.0,193100.0,200500.0,199765.0,1272388
2023-11-06,204500.0,207500.0,200000.0,205500.0,204746.671875,1000560
2023-11-07,202500.0,204000.0,197600.0,200500.0,199765.0,782666
2023-11-08,200000.0,202000.0,197400.0,197400.0,196676.359375,586525
2023-11-09,197100.0,200500.0,196000.0,198200.0,197473.421875,592942
2023-11-10,196300.0,198500.0,193500.0,194700.0,193986.25,674585
2023-11-13,197400.0,199000.0,192500.0,192600.0,191893.953125,499910
2023-11-14,194100.0,198900.0,194000.0,198600.0,197871.953125,478385
2023-11-15,203500.0,206000.0,202000.0,205500.0,204746.671875,846436
2023-11-16,204000.0,204500.0,200500.0,203000.0,202255.828125,425403
2023-11-17,203000.0,204000.0,200000.0,202000.0,201259.5,406874
2023-11-20,200500.0,203500.0,200000.0,202500.0,201757.65625,272327
2023-11-21,205000.0,207500.0,204000.0,204500.0,203750.328125,463033
2023-11-22,202500.0,207500.0,200500.0,207500.0,206739.328125,357391
2023-11-23,206500.0,208000.0,204500.0,205500.0,204746.671875,345224
2023-11-24,205500.0,207500.0,204000.0,205500.0,204746.671875,335280
2023-11-27,205500.0,211000.0,205000.0,206000.0,205244.828125,538210
2023-11-28,208000.0,210000.0,204500.0,207500.0,206739.328125,550801
2023-11-29,208500.0,209000.0,205500.0,207500.0,206739.328125,496563
2023-11-30,206500.0,209500.0,206500.0,208000.0,207237.5,642304
2023-12-01,208000.0,210000.0,204000.0,206000.0,205244.828125,542598
2023-12-04,208000.0,214000.0,207500.0,210500.0,209728.328125,706500
2023-12-05,210000.0,216500.0,209500.0,213000.0,212219.171875,890514
2023-12-06,214000.0,215500.0,212500.0,213500.0,212717.34375,494143
2023-12-07,214000.0,215000.0,210000.0,212500.0,211721.0,521170
2023-12-08,215500.0,219000.0,215000.0,217500.0,216702.671875,685720
2023-12-11,218500.0,220500.0,215000.0,217500.0,216702.671875,513760
2023-12-12,216500.0,219500.0,212500.0,213500.0,212717.34375,710270
2023-12-13,212000.0,215500.0,212000.0,213500.0,212717.34375,435945
2023-12-14,218500.0,225000.0,217000.0,223000.0,222182.515625,1761941
2023-12-15,223000.0,226500.0,222000.0,226000.0,225171.515625,899325
2023-12-18,226000.0,226500.0,222000.0,223000.0,222182.515625,555176
2023-12-19,222500.0,224500.0,221000.0,222500.0,221684.34375,497403
2023-12-20,224000.0,225500.0,219500.0,220500.0,219691.671875,874344
2023-12-21,218500.0,220000.0,215500.0,216500.0,215706.34375,844340
2023-12-22,218500.0,219000.0,215000.0,215000.0,214211.84375,571741
2023-12-26,216500.0,217500.0,215000.0,215500.0,214710.0,458545
2023-12-27,216000.0,223000.0,215500.0,223000.0,223000.0,609910
2023-12-28,224000.0,224000.0,221000.0,224000.0,224000.0,525435
2024-01-02,222500.0,229000.0,221000.0,227500.0,227500.0,716469
2024-01-03,223500.0,224000.0,220000.0,222000.0,222000.0,690960
2024-01-04,221000.0,225500.0,220500.0,223000.0,223000.0,538911
2024-01-05,222500.0,224000.0,219500.0,220500.0,220500.0,387884
2024-01-08,222000.0,231500.0,222000.0,226500.0,226500.0,1054917
2024-01-09,229500.0,233000.0,228500.0,229500.0,229500.0,835945
2024-01-10,229500.0,233500.0,227000.0,231000.0,231000.0,702562
2024-01-11,232500.0,234500.0,229500.0,231500.0,231500.0,879647
2024-01-12,232000.0,232500.0,228000.0,230500.0,230500.0,516678
2024-01-15,230000.0,230500.0,223500.0,229500.0,229500.0,205882
2024-01-16,227500.0,235500.0,227000.0,230000.0,230000.0,695734
2024-01-17,228500.0,230500.0,218500.0,219000.0,219000.0,961856
2024-01-18,217000.0,219500.0,215000.0,216500.0,216500.0,730722
2024-01-19,219000.0,221500.0,213500.0,215500.0,215500.0,916193
2024-01-22,219000.0,222500.0,217000.0,217000.0,217000.0,533513
2024-01-23,218000.0,219500.0,215500.0,218000.0,218000.0,388908
2024-01-24,219000.0,219500.0,215500.0,218000.0,218000.0,380731
2024-01-25,216000.0,217000.0,212500.0,213500.0,213500.0,582265
2024-01-26,211500.0,218500.0,211500.0,216500.0,216500.0,406869
2024-01-29,216500.0,218000.0,211500.0,212000.0,212000.0,616505
2024-01-30,214000.0,214500.0,208000.0,209500.0,209500.0,614246
2024-01-31,208500.0,209500.0,200000.0,200500.0,200500.0,1318605
2024-02-01,199500.0,202500.0,198600.0,202500.0,202500.0,818613
2024-02-02,209500.0,221500.0,208000.0,221500.0,221500.0,1841501
2024-02-05,220500.0,221500.0,208000.0,208000.0,208000.0,1721981
2024-02-06,208000.0,209000.0,203500.0,205500.0,205500.0,896400
2024-02-07,208000.0,209500.0,204000.0,204500.0,204500.0,706209
2024-02-08,206500.0,208000.0,205000.0,206000.0,206000.0,628984
2024-02-13,206500.0,208000.0,204500.0,205000.0,205000.0,860778
2024-02-14,200500.0,203500.0,199300.0,202500.0,202500.0,627951
2024-02-15,205000.0,209500.0,203500.0,204000.0,204000.0,945641
2024-02-16,205500.0,209000.0,204000.0,205000.0,205000.0,999143
2024-02-19,206500.0,206500.0,203000.0,203500.0,203500.0,618150
2024-02-20,203500.0,205500.0,202000.0,202500.0,202500.0,708867
2024-02-21,202000.0,203500.0,201000.0,202500.0,202500.0,592041
2024-02-22,204000.0,204500.0,200500.0,202000.0,202000.0,881700
2024-02-23,202500.0,203000.0,200000.0,200500.0,200500.0,731357
2024-02-26,200000.0,201500.0,199500.0,199900.0,199900.0,630834
2024-02-27,199900.0,200500.0,198700.0,200000.0,200000.0,650795
2024-02-28,200500.0,204000.0,199700.0,204000.0,204000.0,597421
2024-02-29,200000.0,200500.0,195000.0,195000.0,195000.0,2016957
2024-03-04,194400.0,197400.0,192000.0,192000.0,192000.0,1186323
2024-03-05,191800.0,192800.0,188700.0,188700.0,188700.0,1096733
2024-03-06,189000.0,192800.0,189000.0,189800.0,189800.0,876283
2024-03-07,191200.0,191500.0,188200.0,189000.0,189000.0,775759
2024-03-08,190000.0,190700.0,188000.0,188000.0,188000.0,750757
2024-03-11,188200.0,190900.0,188200.0,189900.0,189900.0,653165
2024-03-12,190700.0,191200.0,188400.0,190500.0,190500.0,708580
2024-03-13,191100.0,191200.0,188300.0,188400.0,188400.0,812716
2024-03-14,188800.0,189400.0,186800.0,186800.0,186800.0,1148654
2024-03-15,186100.0,188500.0,186000.0,186100.0,186100.0,1015837
2024-03-18,186200.0,186500.0,183200.0,184100.0,184100.0,1054143
2024-03-19,183200.0,183800.0,182100.0,182600.0,182600.0,726483
2024-03-20,183000.0,184400.0,182600.0,183100.0,183100.0,569076
2024-03-21,184700.0,187800.0,184400.0,184400.0,184400.0,1047858
2024-03-22,184600.0,190800.0,184600.0,188900.0,188900.0,1280053
2024-03-25,187300.0,189400.0,185400.0,188000.0,188000.0,654494
2024-03-26,188000.0,191000.0,187300.0,188900.0,188900.0,746583
2024-03-27,188900.0,191200.0,188400.0,189300.0,189300.0,590542
2024-03-28,190000.0,190200.0,187100.0,187100.0,187100.0,661837
2024-03-29,187300.0,188900.0,185100.0,187400.0,187400.0,633233
2024-04-01,188000.0,194500.0,188000.0,194300.0,194300.0,1393825
2024-04-02,192500.0,193100.0,190500.0,192000.0,192000.0,918137
2024-04-03,191000.0,197300.0,190600.0,193400.0,193400.0,1132978
2024-04-04,195900.0,196000.0,194100.0,194300.0,194300.0,682404
2024-04-05,192100.0,193800.0,190000.0,193100.0,193100.0,484403
2024-04-08,193100.0,193200.0,188500.0,189900.0,189900.0,614052
2024-04-09,189100.0,190500.0,186600.0,189000.0,189000.0,457312
2024-04-11,186100.0,188300.0,183100.0,183600.0,183600.0,1192681
2024-04-12,184700.0,189300.0,184600.0,185900.0,185900.0,835729
2024-04-15,183800.0,184600.0,182600.0,182800.0,182800.0,636607
2024-04-16,181600.0,181700.0,179500.0,179500.0,179500.0,796179
2024-04-17,180800.0,181600.0,179600.0,179600.0,179600.0,405813
2024-04-18,180000.0,181500.0,179800.0,180700.0,180700.0,599743
2024-04-19,179900.0,183800.0,179100.0,182400.0,182400.0,759807
2024-04-22,185200.0,185300.0,180300.0,180900.0,180900.0,492109
2024-04-23,181400.0,182400.0,180000.0,180100.0,180100.0,468831
2024-04-24,181400.0,184400.0,181300.0,183700.0,183700.0,597721
2024-04-25,181500.0,184600.0,180200.0,182700.0,182700.0,437455
2024-04-26,184100.0,184500.0,181500.0,181500.0,181500.0,438747
2024-04-29,182200.0,184800.0,181600.0,184700.0,184700.0,510519
2024-04-30,184600.0,187500.0,183800.0,184400.0,184400.0,620050
2024-05-02,185200.0,190000.0,184600.0,188800.0,188800.0,1046087
2024-05-03,195000.0,196400.0,191500.0,194600.0,194600.0,2291415
2024-05-07,197400.0,198500.0,193800.0,194800.0,194800.0,1272598
2024-05-08,194100.0,194100.0,189700.0,190900.0,190900.0,1000782
2024-05-09,185900.0,188700.0,185500.0,188300.0,188300.0,1129421
2024-05-10,188300.0,189300.0,187100.0,188600.0,188600.0,691790
2024-05-13,186900.0,186900.0,182400.0,184300.0,184300.0,723861
2024-05-14,185100.0,187200.0,184300.0,184400.0,184400.0,542815
2024-05-16,186300.0,190600.0,186200.0,188500.0,188500.0,805720
2024-05-17,188600.0,189800.0,187000.0,187300.0,187300.0,394214
2024-05-20,187900.0,188000.0,183600.0,184000.0,184000.0,569690
2024-05-21,182100.0,184500.0,182100.0,183200.0,183200.0,469119
2024-05-22,182800.0,183300.0,182300.0,182600.0,182600.0,316154
2024-05-23,181900.0,183000.0,180100.0,182100.0,182100.0,406392
2024-05-24,180300.0,181100.0,179000.0,179000.0,179000.0,730052
2024-05-27,180000.0,180100.0,177400.0,179000.0,179000.0,558709
